Event,Slot,Trigger (s),Ctrl msgs,Payload bytes,Latency (ms),O1 stage (ms),Report stage (ms),Near-RT+routing (ms),Cmd dispatch (ms),Apply stage (ms),Fwd updates,Critical path (ms),Baseline (Mbps),Min (Mbps),Drop (%),Recovery (ms)
0,1,8,16,1134,62,24.0,10.0,25.0,0.0,3.0,2,45,13.001,3.932,69.754,150
