time,throughput_mbps,path
6,0.333141,DU4->CU2
7,1.99885,DU4->CU2
8,1.99885,DU4->CU2
9,1.99885,DU4->CU2
10,1.99885,DU4->CU2
11,1.99885,DU4->CU2
12,1.99885,DU4->CU2
